nCount_RNA	original_cluster_identity	UMAP_1	UMAP_2	Col2a1	eGFP-SV40pA
1541	Perichondrium	-1.34162450866096	1.31132238857794	0	0
1876	Perichondrium	1.62714563770898	0.604245779443266	2	0
3635	Perichondrium	-1.37657333449714	1.97273570053625	0	0
4200	Perichondrium	0.117148493367507	2.77426129334021	0	0
10816	Dermis	4.29330669804223	-3.33185070998621	0	0
6378	Chondrocytes	-4.5051947935044	2.32086378090429	12	0
6190	Pre-osteoblasts	-4.07623208598487	-0.146441134285448	0	0
1020	Perichondrium	0.539036561685874	3.37779360764074	0	0
5879	Muscle connective tissue	2.85573016567834	-4.50815075881433	0	0
6545	Pericartilaginous mesenchyme	1.51982747479089	-4.26023835189295	0	0
3107	Interdigit mesenchyme	2.57924615307458	0.789115366864683	0	0
3392	Interdigit mesenchyme	2.59798418446191	1.59300499908972	0	0
7429	Dermis	4.93526779575951	-2.79118865973902	0	0
2157	Perichondrium	0.481790055471732	2.78938156120825	0	0
1139	Interdigit mesenchyme	2.83913527889855	1.43429118149328	0	0
4502	Tendons	-2.45242823199622	-1.49849802501154	0	0
2273	Dermis	5.97759710713036	-2.21609241015863	0	0
4527	Perichondrium	-3.29952038363807	0.814419445920469	1	0
1253	Pericartilaginous mesenchyme	2.15445934696801	-3.19167965896082	0	0
3946	Perichondrium	-1.95015121535651	0.578717884946348	0	0
2517	Perichondrium	-1.21454108790748	1.32663494103003	1	2
5715	Pericartilaginous mesenchyme	0.165566434103324	-2.60916990287256	0	0
6723	Pericartilaginous mesenchyme	2.34049879475243	-3.30178255088281	0	0
3332	Muscle connective tissue	3.21485530300744	-3.68152898795557	0	0
2160	Chondrocytes	-5.43202127055518	3.17642932884741	25	5
5152	Pre-osteoblasts	-4.31675351695411	0.279537079263212	1	0
1339	Chondrocytes	-3.48021544055335	2.6501489257102	3	1
3402	Perichondrium	0.537549246984794	3.31333833687353	0	0
5960	Pericartilaginous mesenchyme	1.71760569973595	-2.90874499328089	0	0
8343	Muscle connective tissue	2.00239907665856	-4.07848900802088	0	0
1149	Perichondrium	-1.53286613063209	2.91627055161047	0	0
1261	Perichondrium	0.242921997743918	-2.38172680385065	0	0
6204	Tendons	-2.8941701753556	-1.56805294997644	0	0
5645	Interdigit mesenchyme	3.02506171627648	2.12962084763098	0	0
7386	Chondrocytes	-4.78751243190162	1.58508831017065	18	0
4405	Pericartilaginous mesenchyme	1.24275802536614	-3.02279442794275	0	0
6735	Dermis	5.1992353097976	-2.40807599074793	0	0
6410	Interdigit mesenchyme	1.15472172661431	2.69376426689673	0	0
3021	Perichondrium	0.317004491525962	2.76074510567236	0	0
1588	Pericartilaginous mesenchyme	-0.408592145007775	-4.21339363105249	0	0
1597	Chondrocytes	-2.02835525111549	3.42595916740942	4	0
6864	Pericartilaginous mesenchyme	2.36816226406701	-2.68033451087427	0	0
4870	Interdigit mesenchyme	2.30941878719933	-0.869996997189043	0	0
2764	Pre-osteoblasts	-5.56213296489112	0.149192688394071	0	0
4342	Tendons	-2.38011683062904	-2.28875285632562	0	0
3108	Dermis	4.23779856129296	-0.628009306859492	0	0
5881	Tendons	-2.62469352321021	-1.40295189864588	2	0
1182	Chondrocytes	-3.67447293834083	4.19479113571692	5	0
4427	Dermis	4.22531830235131	-0.556636887263773	0	0
1293	Perichondrium	-0.72902352647178	2.38863497726965	1	0
2283	Interdigit mesenchyme	2.31252442761071	-0.305199804377077	0	0
2864	Chondrocytes	-1.26651490764015	2.84139924995947	3	0
4431	Interdigit mesenchyme	1.9871832029403	2.85916715614844	1	0
8198	Chondrocytes	-5.55685628489845	3.01591568939734	93	11
1149	Pericartilaginous mesenchyme	2.63484727306969	-3.73759550101709	0	0
5996	Pericartilaginous mesenchyme	0.503590871530845	-4.60700863845301	0	0
5046	Tendons	-2.22187770442359	-0.850138756107806	1	0
3794	Perichondrium	0.0376594857753058	-0.346108796667574	0	0
6958	Muscle connective tissue	2.71414123936303	-4.28441661841822	0	0
8758	Interdigit mesenchyme	2.21689497395165	1.1238878344779	0	0
4767	Perichondrium	0.264531304079368	1.56764358036566	0	0
7290	Muscle connective tissue	2.2226670877517	-4.16560453422022	0	0
3984	Pericartilaginous mesenchyme	0.135760267216041	-1.06059426314783	0	0
2229	Muscle connective tissue	2.48488508625634	-3.691636505198	0	0
6731	Pericartilaginous mesenchyme	1.13559376164086	-3.13709396369409	0	0
1453	Pre-osteoblasts	-4.51563037471168	-0.287663819860934	0	0
4159	Perichondrium	-2.10326040820472	0.385442731309415	0	0
1385	Perichondrium	0.00883338316090304	2.36263638489294	0	0
1417	Chondrocytes	-4.83708060817115	2.53834563248205	10	0
5604	Perichondrium	-0.496069888633416	1.0910395955329	0	0
4275	Interdigit mesenchyme	3.49867712422021	0.362106201577665	0	0
5045	Interdigit mesenchyme	1.14485989971764	3.1064489459281	0	0
4831	Pre-osteoblasts	-4.25544799403541	-0.142839106392382	0	0
3555	Perichondrium	0.949385155874564	2.80739098541784	0	0
3600	Chondrocytes	-3.97522843913429	2.85321718208838	17	1
1480	Interdigit mesenchyme	2.60317431851037	0.480276760983946	0	0
1216	Interdigit mesenchyme	2.95349489613183	0.577396211553098	0	0
4976	Pre-osteoblasts	-4.51795495585792	0.101921317506315	0	0
2441	Dermis	5.79250179691918	-2.36364633090448	0	0
1677	Dermis	5.78360544605859	-2.38688475139093	0	0
2617	Perichondrium	-1.77434254721992	2.31960373871374	0	0
8309	Muscle connective tissue	3.7399314539016	-4.12076086051416	0	0
5455	Pericartilaginous mesenchyme	-0.500029425185845	-4.68278283126306	0	0
1312	Interdigit mesenchyme	2.41150247021325	1.68221527092505	0	0
3649	Perichondrium	-0.447319488090203	2.01792484276343	0	0
1295	Interdigit mesenchyme	2.10833989544518	3.13386374466467	0	0
1449	Pre-osteoblasts	-4.5657326085984	-0.561548503708361	0	0
3865	Pericartilaginous mesenchyme	0.0803445921719809	-3.30119818694544	0	0
5260	Dermis	4.5581973688186	-0.974730613302706	0	0
2840	Interdigit mesenchyme	1.44139574928887	2.72091704361487	0	0
5716	Muscle connective tissue	3.0704237119735	-4.59488743789148	0	0
5281	Tendons	-1.44063008860938	-0.963883402418612	0	0
6518	Pericartilaginous mesenchyme	0.743695606428458	-2.01047307498407	0	0
2533	Pericartilaginous mesenchyme	0.566837300497367	-2.35727948195886	0	0
2360	Tendons	-1.58747268752448	-1.28544569261026	0	0
6880	Dermis	4.3017743722976	-0.682852628302096	0	0
1066	Perichondrium	-0.412489573520348	3.17302351944494	0	0
8439	Muscle connective tissue	1.89132903977044	-4.11354154593897	0	0
5964	Pre-osteoblasts	-4.33853782252662	0.163058874536039	2	0
2543	Perichondrium	-0.452587048572228	2.93755703918982	0	0
2716	Perichondrium	0.561524261671378	0.564145264554502	0	0
6275	Pre-osteoblasts	-4.08088124827735	0.19257181637335	0	0
1188	Perichondrium	1.73269080086358	0.430660543370725	0	0
6040	Pericartilaginous mesenchyme	0.760093678671195	-2.32571667678308	0	0
2115	Chondrocytes	-5.13310922221534	3.28806859009314	16	3
4177	Interdigit mesenchyme	2.04430233402856	3.0133925055747	0	0
1073	Dermis	5.32764421864159	-1.77591198928308	0	0
3641	Perichondrium	1.39382492466576	-0.417344058525084	0	0
1569	Pericartilaginous mesenchyme	0.520105113226249	-3.9401089573617	0	0
9188	Interdigit mesenchyme	2.62483941479333	-1.05158776290369	0	0
2758	Interdigit mesenchyme	2.50476919575341	3.36123066895056	0	0
2798	Interdigit mesenchyme	2.4264606134475	-0.105390819382189	0	0
1863	Dermis	5.70887457295068	-2.09676629550409	0	0
5616	Pericartilaginous mesenchyme	-0.951426873963998	-4.26328748710108	0	0
2289	Pericartilaginous mesenchyme	-0.842380712789224	-4.08075183875513	0	0
4784	Interdigit mesenchyme	2.81781660481103	2.68540245049048	0	0
6456	Pericartilaginous mesenchyme	-0.512644003194497	-3.94450253493738	0	0
3721	Chondrocytes	-5.09839690760963	2.65346914284277	37	2
3826	Interdigit mesenchyme	1.2710411445678	3.2951651191001	1	0
5598	Chondrocytes	-2.64088381366126	3.75322228424597	10	3
5118	Muscle connective tissue	2.42393862171776	-4.04393404967737	0	0
8114	Interdigit mesenchyme	3.35038553639062	1.67188077919531	12	0
2771	Pericartilaginous mesenchyme	-0.0196877299367647	-0.980108323168276	0	0
9343	Dermis	5.15391050739892	-2.68323248870325	0	0
4217	Chondrocytes	-2.67809523181312	3.79924994461584	10	0
8524	Dermis	5.19446073933251	-1.98499435431909	0	0
4691	Chondrocytes	-5.08781684474342	2.64859586708594	24	0
3491	Muscle connective tissue	2.88916002674706	-3.7432722473855	0	0
1732	Chondrocytes	-2.84497202472083	2.27915864937353	1	0
1189	Perichondrium	0.66446613236077	0.291587350297453	0	0
4122	Tendons	-2.23804892138831	-2.84146732337427	0	0
2424	Interdigit mesenchyme	1.55417429371484	2.93715244286108	0	0
2040	Muscle connective tissue	3.04083405895837	-4.55148142821741	0	0
1444	Perichondrium	-2.6030918462693	1.73298984520483	2	0
1161	Perichondrium	0.666600336271598	0.933980045247556	0	0
2143	Perichondrium	0.748436381059959	2.20515662186194	0	0
9551	Interdigit mesenchyme	4.43197237415917	-1.32914597041559	0	0
2720	Perichondrium	0.687366832929923	1.5448650693183	0	0
1364	Perichondrium	-0.216596956413911	-0.168043690394877	0	0
3710	Perichondrium	1.35483514233239	0.390099344182493	1	0
6275	Chondrocytes	-4.60221255854957	2.46852284424353	13	1
3401	Perichondrium	0.412316252428367	2.83834129326391	0	0
6873	Interdigit mesenchyme	2.66250049038537	2.70083290092993	0	0
4573	Pre-osteoblasts	-3.47476614550941	-0.878698738884447	1	0
4001	Pericartilaginous mesenchyme	0.601678778368308	-2.82436126716089	0	0
3171	Interdigit mesenchyme	3.17004882259972	1.79172688477087	0	0
2804	Interdigit mesenchyme	2.60935055180199	0.938694057393552	0	0
2003	Perichondrium	0.543489088255241	3.31551509850073	0	0
3052	Perichondrium	0.224460025268867	0.366963562894346	1	0
3351	Perichondrium	-0.0284070177494745	3.33215051643896	0	0
2434	Pre-osteoblasts	-4.13145841197364	-0.606849285435198	0	0
9228	Pericartilaginous mesenchyme	2.4847143785537	-2.63834160811853	0	0
2065	Pericartilaginous mesenchyme	0.332348038393333	-3.94560712821436	0	0
1732	Pericartilaginous mesenchyme	0.119129975277259	-3.88027304656458	0	0
3202	Interdigit mesenchyme	2.648253311354	3.20651298515845	0	0
3951	Chondrocytes	-4.83009542064063	1.26131349556494	9	1
2246	Pericartilaginous mesenchyme	-0.306007201832459	-4.59531754500818	0	0
3326	Perichondrium	-1.38332046107642	2.60985594742346	0	0
1104	Chondrocytes	-2.6141830785691	2.49095827095556	2	0
1162	Chondrocytes	-4.61525024012916	3.16951685898352	2	2
2226	Interdigit mesenchyme	1.37570427818902	-0.062351795505999	0	0
1036	Dermis	5.88665806217797	-2.33499640471887	0	0
2325	Dermis	5.32177435322411	-2.39000100142908	0	0
3419	Perichondrium	-2.47470415667884	1.12363487236548	2	0
1082	Pericartilaginous mesenchyme	0.687697638708427	-2.09358257300806	0	0
2279	Perichondrium	-1.97587157325141	0.41745716087866	0	0
2966	Perichondrium	0.227517087894752	2.91198926918554	0	0
3240	Perichondrium	0.0371633963168402	1.80599075310278	0	0
12899	Pericartilaginous mesenchyme	0.126930405336692	-2.37535935885858	0	0
3881	Muscle connective tissue	1.76903234882958	-4.24978202826929	0	0
2740	Pericartilaginous mesenchyme	1.20371030731805	-2.8479184532876	0	0
4487	Pericartilaginous mesenchyme	0.322898973661735	-2.11757892615747	0	0
1879	Pericartilaginous mesenchyme	2.29889213009484	-2.88668960578394	0	0
3493	Chondrocytes	-1.41724504069679	3.36057597153235	2	0
2172	Chondrocytes	-1.64934290484779	3.02534657471228	1	0
3779	Pericartilaginous mesenchyme	1.66837262077935	-3.82070106513452	0	0
4007	Chondrocytes	-2.13498366908424	3.29835778229284	6	0
1107	Perichondrium	-0.846833716195748	0.796885189939024	0	0
4950	Pericartilaginous mesenchyme	0.666023244100883	-4.4220311070199	0	0
2018	Pericartilaginous mesenchyme	-1.01438553170554	-1.99628120906305	0	0
4575	Dermis	3.69025050564416	-1.63572460658502	0	0
9789	Muscle connective tissue	3.0264693395675	-4.44952935225916	0	0
2111	Pericartilaginous mesenchyme	0.341382046181037	-1.74053353316736	0	0
3421	Dermis	5.48246942921288	-1.8231290007348	0	0
1564	Perichondrium	-1.26987732486121	0.391259012151243	0	0
4626	Chondrocytes	-5.32591498927467	2.94847756378699	39	2
6865	Chondrocytes	-4.609474788469	2.64308219902563	17	3
3349	Pericartilaginous mesenchyme	0.0650463448346396	-1.40934962279749	0	0
2124	Pre-osteoblasts	-4.85293115214698	1.15180271618414	0	0
2805	Perichondrium	-0.181101935964749	2.04341250412512	0	0
8662	Interdigit mesenchyme	2.77277313633568	-0.87880161650133	0	0
3093	Chondrocytes	-3.49547422961585	2.38572197907019	2	0
2140	Dermis	4.44394575520165	-3.07279986388635	0	0
6024	Interdigit mesenchyme	0.673122097688987	2.95834094040442	0	0
3255	Interdigit mesenchyme	2.28460155888207	3.7918212985282	0	0
2793	Perichondrium	-2.73138345317237	0.471314368176939	0	0
7743	Pre-osteoblasts	-5.19310678080909	0.212908086705686	0	0
1438	Chondrocytes	-4.98733008937232	3.03732639305639	4	1
2976	Perichondrium	1.35352860851891	-0.730815055441378	0	0
1322	Chondrocytes	-3.94222916201942	2.67422467224646	6	0
6137	Pericartilaginous mesenchyme	-0.0892664213224511	-3.76215523726892	0	0
3349	Perichondrium	-2.19424880580299	0.178713855672361	0	0
2898	Dermis	6.33377634449609	-1.96852296836328	0	0
2382	Chondrocytes	-3.49159563617103	3.41710120194006	5	4
1337	Perichondrium	-2.167739997667	0.298341927457334	0	1
3635	Pericartilaginous mesenchyme	0.261363943058326	-1.5760963583703	0	0
1873	Pericartilaginous mesenchyme	1.59729622765191	-4.02381080634546	0	0
6966	Muscle connective tissue	2.74607693119652	-4.14673775680017	0	0
6181	Pericartilaginous mesenchyme	0.46836166544564	-0.62325203664255	0	0
4949	Dermis	3.85579096241601	-0.805344017815111	0	0
4593	Chondrocytes	-3.66172898845069	3.25596624367285	11	0
4486	Chondrocytes	-2.27755869464271	3.5066478823905	8	1
3681	Interdigit mesenchyme	1.16203628941186	2.94113999359656	0	0
2197	Muscle connective tissue	2.60275541706689	-4.56183880813074	0	0
4546	Interdigit mesenchyme	2.40931450291283	2.55775528900671	0	0
5581	Interdigit mesenchyme	2.18400823040612	3.76575356476355	0	0
4356	Interdigit mesenchyme	1.70038496418603	3.335622844625	0	0
1514	Pericartilaginous mesenchyme	-0.649850796025918	-2.48362082488489	0	0
6098	Pericartilaginous mesenchyme	-0.561823318761514	-3.71126717574549	0	0
2850	Pericartilaginous mesenchyme	0.102582325178458	-1.47936338431787	0	0
2790	Perichondrium	0.464477230745627	1.40779357903052	0	0
1382	Perichondrium	1.06667672558434	1.99572258942175	0	0
1933	Dermis	5.44812857075341	-2.7568711663003	0	0
3499	Interdigit mesenchyme	1.98072039051659	-0.912427964281557	0	0
1303	Interdigit mesenchyme	2.71423207684167	3.60352235786963	0	0
7399	Pericartilaginous mesenchyme	2.46136175556786	-2.31865018851709	0	0
2113	Interdigit mesenchyme	3.05125676556237	2.10376316063452	0	0
1984	Interdigit mesenchyme	3.07406341000207	0.837042508054258	0	0
1654	Muscle connective tissue	3.75426446362145	-3.91263240821314	0	0
1547	Chondrocytes	-4.87743104533546	3.79154473297644	19	1
3546	Perichondrium	0.176567007738425	1.68489008896399	0	0
8022	Pre-osteoblasts	-4.82574666575782	1.14397746079016	12	1
1414	Perichondrium	0.263021339613273	-0.110797556709765	0	0
1775	Perichondrium	1.46238397522576	1.9498167609458	0	0
1632	Dermis	5.66657577915795	-2.06670469291162	0	0
3805	Tendons	-1.98559118346565	-1.31356948859644	0	0
3788	Chondrocytes	-2.2958282335221	3.24071675293493	2	0
5560	Interdigit mesenchyme	2.58872329159386	-1.12362611539316	0	0
2788	Perichondrium	-1.37207258777015	0.814081606793882	0	0
2969	Chondrocytes	-1.28452516631477	3.63707762711096	4	0
6713	Tendons	-2.3492790563523	-2.83960885055017	0	0
2110	Pericartilaginous mesenchyme	-0.587945262950585	-2.21730154998255	1	0
1335	Tendons	-2.49966562823646	-2.74414605147791	0	0
3532	Perichondrium	-1.11514450148933	2.1203637694602	2	0
6510	Pericartilaginous mesenchyme	1.44717799587853	-2.93363565452051	0	0
2685	Perichondrium	-0.740315447610543	2.99901443474341	1	0
4164	Chondrocytes	-5.00982583598487	3.21548729889441	34	1
5518	Tendons	-2.34450019435279	-2.37386328227472	1	0
4744	Perichondrium	-1.65356339053504	1.88615494720984	0	0
3492	Chondrocytes	-3.74347389773719	2.40469604485083	2	0
1440	Interdigit mesenchyme	2.32420741482384	2.15352731697607	0	0
5190	Interdigit mesenchyme	2.63646279736169	1.0998342608695	0	0
2471	Tendons	-2.53923214511268	-1.49569612986994	0	0
7871	Pericartilaginous mesenchyme	-0.715047071736977	-4.66245860106897	0	0
2285	Chondrocytes	-4.59051908091895	3.08246046059179	9	1
2845	Interdigit mesenchyme	3.32401691837914	1.02314322941351	0	0
2048	Tendons	-2.28122795657508	-2.47924965865564	0	0
2789	Pericartilaginous mesenchyme	-0.627307663720773	-2.24824244029474	0	0
3631	Tendons	-0.253384838861154	-0.180518078279017	0	0
1940	Perichondrium	0.506557215887382	0.745125112462522	0	0
2827	Interdigit mesenchyme	1.79244576855309	3.07483106606054	0	0
3320	Muscle connective tissue	2.74158631725915	-3.79534930236292	0	0
6097	Perichondrium	0.728886474806144	1.02357941620398	0	0
1742	Perichondrium	1.03260981007226	1.40685719006109	0	0
1439	Perichondrium	-0.702572952073739	1.9721236800437	0	0
11922	Chondrocytes	-5.45762408809058	3.13263755791235	135	12
4727	Pericartilaginous mesenchyme	2.22566758556969	-4.69051569945764	0	0
3971	Pre-osteoblasts	-4.54149831370704	1.19023304932165	3	0
1223	Dermis	5.86787496967919	-2.2381110811944	0	0
5237	Interdigit mesenchyme	1.33382629318841	2.31606226913977	1	0
3713	Perichondrium	-1.09896362857215	3.07686739914465	0	2
3542	Dermis	6.03605114384301	-2.14796442038965	0	0
3839	Chondrocytes	-3.99846471385352	3.10731631271887	13	2
6359	Tendons	-2.23548711375587	-2.58804053313684	0	0
2294	Dermis	5.74479566975243	-1.73408085353327	0	0
7628	Pericartilaginous mesenchyme	1.00367485447533	-3.67928737647486	0	0
1831	Chondrocytes	-2.80432475642555	4.26110011093664	3	1
2184	Chondrocytes	-2.30847395495765	4.18774395935583	6	0
7039	Chondrocytes	-5.79024089412086	3.65032607071448	46	4
4354	Pre-osteoblasts	-4.60118783549659	-0.0124865496869072	0	0
1518	Pericartilaginous mesenchyme	-0.546415369075463	-3.48031419761133	0	0
9725	Dermis	5.16758047505028	-2.29695505149317	0	0
1448	Perichondrium	-1.43523813323371	0.613982734609129	1	0
4485	Muscle connective tissue	2.67262493534692	-4.60588234908533	0	0
11010	Perichondrium	-0.0507404944419126	2.93527942650366	3	1
5555	Pericartilaginous mesenchyme	-0.702698241037057	-2.18765276915979	0	0
5849	Interdigit mesenchyme	1.98929726048119	3.02591997139502	0	0
1016	Perichondrium	-0.513705591720269	2.47191267960119	0	0
2814	Perichondrium	-2.60501898364417	2.06709295265722	2	0
5900	Pre-osteoblasts	-5.14582837657325	0.236378786492826	0	0
1111	Tendons	-3.08584440783851	-1.14360589034509	0	0
1956	Interdigit mesenchyme	3.79326497479089	-0.0926589394326194	0	0
2391	Tendons	-1.26904548243873	-0.850471081804751	0	0
8235	Interdigit mesenchyme	3.25625597401269	0.141504225659849	0	0
3558	Chondrocytes	-3.92029870585792	3.38938027374792	8	1
2198	Perichondrium	-1.62159026698463	2.8505678748374	0	0
3078	Chondrocytes	-2.44301498965614	2.87046509735632	3	2
7930	Perichondrium	-2.58083189563148	1.47502785675574	3	0
3016	Chondrocytes	-3.27398289279334	2.06795078270483	4	2
4837	Chondrocytes	-4.84091628627174	2.55294519417334	45	0
4819	Chondrocytes	-4.93372119502418	3.96457940094519	39	4
6517	Chondrocytes	-4.6334496839463	2.40129023544836	22	0
7233	Tendons	-2.12585891322486	-0.195248785089968	1	0
1554	Perichondrium	-2.50822366313331	1.91967159264136	2	0
3510	Chondrocytes	-2.73130715922706	2.47114401810217	3	1
9756	Pericartilaginous mesenchyme	-0.743224571508096	-4.43521613128137	0	0
3405	Chondrocytes	-2.2723234994828	3.09780102722693	3	1
15671	Tendons	-2.37361825541847	-2.86292642600489	0	0
4811	Interdigit mesenchyme	2.38209639950402	3.60311370842505	0	0
10898	Pericartilaginous mesenchyme	1.79977141781457	-3.11540693290186	0	0
4091	Pericartilaginous mesenchyme	-0.124181292068885	-0.731462361883639	0	0
1149	Interdigit mesenchyme	3.18389307423241	1.85929995529699	0	0
1814	Pericartilaginous mesenchyme	-0.0765570039420585	-1.32934367902231	0	0
1342	Dermis	4.92834316654809	-2.79358643538904	0	0
2895	Perichondrium	1.27538978024132	0.326793429780485	0	0
8584	Dermis	4.26260982914574	-0.776576104235171	0	0
5127	Pre-osteoblasts	-4.17065538005225	0.182283995080473	1	0
4135	Perichondrium	-1.61255646781318	2.73553615562964	7	1
4142	Interdigit mesenchyme	2.41246806545861	-1.18275749928903	0	0
2625	Perichondrium	1.20676194592126	0.649076876569273	0	0
9636	Interdigit mesenchyme	2.10192428990014	-0.480440186929224	0	0
1617	Pre-osteoblasts	-4.36229766444557	-0.270590583455084	0	0
1196	Perichondrium	-2.69759739474647	2.32218223564673	0	0
2777	Perichondrium	-3.04623688296668	-0.913985016417025	0	0
2891	Chondrocytes	-2.29472650126807	2.88896304123449	3	1
4376	Chondrocytes	-4.59110702113502	2.81529813759375	14	2
4770	Pericartilaginous mesenchyme	-0.0128538413464288	-2.71890682227564	0	0
1693	Tendons	-2.46582449511878	-1.39983994014215	0	0
6396	Pericartilaginous mesenchyme	-0.340091954034493	-4.4472882176156	0	0
3682	Perichondrium	-0.160578581553624	3.24324089043188	1	0
6419	Pre-osteoblasts	-4.3802439077317	-0.0390419388527855	0	0
3799	Perichondrium	0.865402628618552	2.66086464874792	0	0
1633	Pre-osteoblasts	-3.29741729335182	-0.762944074940203	0	0
3898	Pre-osteoblasts	-4.53691209391944	-0.194993885826586	0	1
2466	Dermis	4.87953792973168	-2.12944954879236	0	0
4933	Pericartilaginous mesenchyme	0.586777676779105	-3.86755723006677	0	0
3764	Perichondrium	0.881600667673423	2.81113320343542	0	0
3496	Interdigit mesenchyme	1.89263211651452	2.54039078705359	0	0
1290	Perichondrium	-0.336980189245866	2.88128071777868	0	0
3006	Muscle connective tissue	3.9278296129287	-3.64571327216577	0	0
1459	Perichondrium	-0.291749055546449	3.55701738350439	0	0
6990	Muscle connective tissue	4.11816059513695	-3.50106710441065	0	0
1916	Perichondrium	0.127553810316398	1.6899028395896	0	0
2673	Chondrocytes	-5.27656091288917	3.09750944130469	22	3
3269	Pre-osteoblasts	-4.12043965892188	-0.476660768162726	0	0
4630	Chondrocytes	-5.41166366176002	3.24721699707556	24	2
2274	Perichondrium	-0.214094790679143	1.97931271545935	0	0
1897	Pre-osteoblasts	-4.75466264323585	-0.48741536833	0	0
2134	Pre-osteoblasts	-3.93104518489234	0.0940473651175515	0	0
3872	Tendons	-0.157301462304519	0.000697789121152537	0	0
4879	Tendons	-2.12903369502418	-2.38555556781244	0	0
2859	Chondrocytes	-1.60788835124366	3.02435546867895	2	0
5144	Chondrocytes	-2.78180135325782	3.83073264114905	19	2
2037	Tendons	-2.32494963244788	-2.84605592734766	0	0
1286	Perichondrium	-1.8592044218003	1.09877043716955	1	0
3894	Tendons	-1.76162780360572	-1.17332208402109	2	0
3858	Chondrocytes	-2.47324479655616	3.28024226181555	9	2
1055	Perichondrium	-1.2103664977967	1.7899582957511	0	0
5647	Perichondrium	0.844405402380302	-0.334586537104367	0	0
3959	Pericartilaginous mesenchyme	2.2163239614547	-4.0195857907052	0	0
2599	Perichondrium	0.0684907780469199	1.65239339821386	0	0
3871	Chondrocytes	-3.96578396396034	2.36278730385351	9	1
2007	Perichondrium	-0.946435104173348	1.30693822853613	0	0
2331	Chondrocytes	-1.68579674796455	3.41488438599157	2	0
2642	Interdigit mesenchyme	2.29276977940209	1.77999478333044	0	0
1494	Perichondrium	0.618093897539451	2.71679717056799	0	0
8634	Pericartilaginous mesenchyme	-1.21791483001106	-3.64673871047449	0	0
7384	Chondrocytes	-4.33484424189918	3.70850831024695	50	4
1731	Dermis	5.76304279728539	-1.74075705058527	0	0
1754	Tendons	-1.51399386958473	-1.76727050788355	0	0
1404	Interdigit mesenchyme	1.64285170002587	2.13984614365149	0	0
4095	Dermis	6.19243847294457	-2.04706090934229	0	0
4953	Dermis	4.76032053394921	-2.33504098899317	0	0
1943	Interdigit mesenchyme	2.83626066609032	0.760767397809507	0	0
6165	Muscle connective tissue	3.08090816898949	-4.54558962829065	1	0
2932	Perichondrium	-0.436088691514657	3.58614498131323	3	0
3108	Perichondrium	0.393826444584205	2.4515314673667	0	0
4163	Perichondrium	-0.319946075838731	3.13003331177282	0	0
5576	Dermis	5.94813286228783	-2.06042546279383	1	0
1127	Chondrocytes	-5.51348508433692	3.0018756961112	9	0
4136	Chondrocytes	-5.01167214946143	2.53767615311194	23	1
3043	Tendons	-2.52313531474464	-2.09214431292963	0	0
2589	Perichondrium	0.623091627794578	-0.324034216475008	0	0
4038	Interdigit mesenchyme	2.04299603863366	3.31634789459753	0	0
12031	Dermis	6.33570896549828	-1.93390554435205	0	0
2861	Chondrocytes	-3.23948348597877	2.6508460616355	0	1
1212	Chondrocytes	-4.02826655940406	3.64664631836462	2	0
2233	Perichondrium	0.347523887592628	2.95479613297033	0	0
5491	Perichondrium	-2.88248861865394	2.1190152739768	8	0
2820	Pericartilaginous mesenchyme	-0.168767514687703	-4.7592155361886	0	0
4103	Chondrocytes	-2.99021352366798	3.76944523804236	6	0
1422	Pericartilaginous mesenchyme	0.496341158586814	-2.95369690902185	0	0
7640	Interdigit mesenchyme	2.47883426113732	-0.639793487858294	0	0
4169	Chondrocytes	-1.74686647490852	3.10039192192602	3	0
2531	Perichondrium	0.382890780407264	0.201888916421415	0	0
5002	Interdigit mesenchyme	2.43642198010094	3.25047188751745	0	0
6281	Dermis	5.62286793156274	-2.51237744338465	0	0
4393	Pericartilaginous mesenchyme	-0.726693521302865	-4.43515986449671	0	0
3339	Interdigit mesenchyme	2.82963930531151	2.45507079117346	0	0
4550	Perichondrium	-1.58201778964393	2.061124381948	3	0
8675	Perichondrium	0.971076478201224	3.03948050491858	0	0
3261	Interdigit mesenchyme	3.06021796627648	0.994100508618833	0	0
3480	Pericartilaginous mesenchyme	2.3729618684829	-1.84596520907831	0	0
3912	Pre-osteoblasts	-4.45801461772315	-0.301527979444979	0	0
2626	Pre-osteoblasts	-5.40160239772193	0.154090819287779	0	0
8316	Pre-osteoblasts	-4.40882457332008	0.152088103223325	3	0
1931	Perichondrium	-1.14544201926582	1.95156723015356	1	0
3282	Dermis	6.2752793924392	-1.8875650788064	0	0
2212	Interdigit mesenchyme	3.37834822102196	0.973340926099302	0	0
4037	Perichondrium	1.39396761818536	0.34959405415106	0	0
4256	Pre-osteoblasts	-3.93244160251014	-0.337239878844736	0	0
3918	Tendons	-1.52739192084663	-1.46800083167505	0	0
9453	Pericartilaginous mesenchyme	0.435605575281455	-4.37611955649805	0	0
6087	Tendons	-2.09706188277595	-3.03977364547205	0	0
6777	Interdigit mesenchyme	2.27785931988366	2.83023935310888	0	0
2158	Tendons	-2.00194014148109	-1.92803889758539	0	0
2978	Dermis	4.45347200794823	-3.50141376502466	0	0
3981	Interdigit mesenchyme	2.38974749012597	0.825510916638853	1	0
