nCount_RNA	original_cluster_identity	UMAP_1	UMAP_2	Col2a1	eGFP-SV40pA
1184	Perichondrium	0.0458765821040412	1.80432778351355	0	0
1262	Muscle connective tissue	4.33876406117089	-3.60009950644922	0	0
2771	Dermis	6.32275043888695	-2.00378185756159	0	0
3526	Interdigit mesenchyme	2.75309859676964	3.26475149147558	0	0
2829	Dermis	4.17856489582665	-0.572874101471422	0	0
2324	Pericartilaginous mesenchyme	2.30808292790063	-2.70696777350855	0	0
5840	Interdigit mesenchyme	2.61251675053246	3.45770436279822	0	0
9228	Interdigit mesenchyme	3.15573297901757	0.0023555135016457	0	0
6645	Dermis	3.92229162617333	-0.178645061921595	0	0
5507	Chondrocytes	-4.55503333644264	4.04375010483313	36	4
2741	Perichondrium	-0.353168527644799	2.93839770309973	4	0
2257	Pericartilaginous mesenchyme	-0.400401960176156	-4.49692696578455	0	0
8536	Muscle connective tissue	3.3678771154464	-3.5966772461648	0	0
3483	Chondrocytes	-3.88156903819434	2.48788386337805	12	1
1277	Perichondrium	0.608003963667228	0.917956170964719	0	0
7587	Dermis	5.20431219502099	-2.81251400954676	0	0
6221	Interdigit mesenchyme	2.29926191731103	2.96948343269873	0	0
3417	Interdigit mesenchyme	2.10442696972497	2.10486155502844	0	0
2231	Interdigit mesenchyme	2.10138188763268	2.85939556114721	0	0
1795	Dermis	5.635642399031	-1.76851195342493	0	0
1627	Perichondrium	-1.41018296317451	2.29609018318701	0	0
4575	Interdigit mesenchyme	2.79636536999352	3.47572332375097	0	0
4161	Chondrocytes	-4.57398379878394	3.33107691757727	40	3
9912	Pericartilaginous mesenchyme	-0.576055715840981	-3.77465504653406	1	0
11897	Perichondrium	0.563610245424583	1.79821401588965	0	0
2272	Chondrocytes	-3.54535354213111	2.3642614459281	3	0
3266	Pericartilaginous mesenchyme	0.0936702535928031	-1.08956188209009	0	0
1850	Perichondrium	0.668972720342948	0.918936548161985	0	0
2854	Pericartilaginous mesenchyme	2.1936303274215	-4.0208920861001	0	0
2692	Perichondrium	0.551822473245933	2.41637044899511	0	0
2530	Interdigit mesenchyme	2.70771299763329	1.51621311657477	0	0
1167	Pericartilaginous mesenchyme	0.704745282369926	-3.91198987014246	0	0
1378	Pericartilaginous mesenchyme	0.453140367704703	-2.6641535187478	0	0
2319	Dermis	5.38029657765038	-2.56467932708216	0	0
1551	Muscle connective tissue	3.65588556690819	-4.17326277739954	0	0
2492	Chondrocytes	-3.86894620494239	2.08164459221411	5	0
1160	Chondrocytes	-4.18098653392188	3.31091743462134	6	0
5263	Perichondrium	-1.63845873908393	0.979063806462766	0	0
6253	Muscle connective tissue	3.81680714054711	-3.34049362189722	0	0
2607	Chondrocytes	-4.99558986262672	3.88983994476843	21	0
5628	Tendons	-1.62312019900672	-1.25609457738352	1	0
4872	Tendons	-2.88445724086158	-1.31746942050409	0	0
8107	Perichondrium	-3.01029742793433	-0.0450237119908317	0	0
4694	Pericartilaginous mesenchyme	-0.660246442121194	-2.32373041160059	0	0
4919	Interdigit mesenchyme	2.97970425053246	2.33922892563391	0	0
5319	Interdigit mesenchyme	2.61599456234582	-0.218469547700404	0	0
3322	Perichondrium	-1.4167577131211	1.69040566437292	0	0
7360	Pericartilaginous mesenchyme	1.88468240662224	-3.04321903235864	0	0
1244	Perichondrium	-4.20155824260108	0.474278447556974	0	0
3218	Perichondrium	-1.28387487964027	2.25802188866186	0	0
2450	Pericartilaginous mesenchyme	-0.67118079499595	-4.04427117354822	0	0
9908	Chondrocytes	-4.77210582332008	2.16602164261389	17	0
2426	Pre-osteoblasts	-3.67968906001441	-0.159501361321925	0	0
2773	Dermis	5.44219719334252	-1.87556380279016	0	0
4226	Tendons	-0.720644543927834	-0.385343022305785	2	0
3254	Interdigit mesenchyme	2.1491659776748	0.769149479794981	1	0
7767	Muscle connective tissue	2.41120993061669	-4.27271193511438	0	0
3425	Perichondrium	0.605845560270621	0.691693959165098	0	0
4871	Perichondrium	0.737232257562949	-2.31106704719019	0	0
3841	Tendons	-1.52406288222663	-1.19242275006723	2	0
3564	Chondrocytes	-5.20647204951637	3.02008658402014	25	3
7693	Perichondrium	-1.9474612577378	1.38874214642096	1	0
8474	Perichondrium	-0.157954796266482	3.22623210899878	1	0
2167	Perichondrium	0.881331791120841	2.04554992668677	0	0
2268	Chondrocytes	-3.43949545459144	2.4452202891593	4	0
1296	Perichondrium	-0.982996295255349	1.74304681770849	0	1
1123	Chondrocytes	-5.33776153163307	3.45862251274634	10	0
8388	Interdigit mesenchyme	2.32427464886315	2.07740789406347	0	0
4782	Interdigit mesenchyme	-0.553413967651055	-0.369814452376483	1	0
6851	Interdigit mesenchyme	2.25704251690514	1.32915001862097	0	0
2967	Chondrocytes	-2.81814874247901	2.38008957855749	2	0
1208	Perichondrium	-0.747841666501687	-0.221432733010767	0	0
1093	Pericartilaginous mesenchyme	3.29803406162865	-3.87444323546839	0	0
9511	Interdigit mesenchyme	1.49070404930718	2.9495235060935	0	0
3284	Chondrocytes	-2.41936791972511	4.11777621262121	7	2
1004	Chondrocytes	-4.94791472987525	3.0022898291831	16	2
4970	Chondrocytes	-4.64444745616309	2.05935841553259	5	0
4255	Perichondrium	0.706045259672477	-0.338784268718479	1	0
3560	Chondrocytes	-3.52309001521461	3.72047692291784	6	0
3606	Perichondrium	-1.28687633113258	3.44156151764441	4	2
6317	Tendons	-1.12950159148567	-0.898323717188357	1	0
5369	Dermis	4.52750431461938	-1.18425804622125	0	0
2308	Perichondrium	-2.49070800380103	1.93191963188696	0	0
3369	Interdigit mesenchyme	2.20079337521203	3.54839068405676	0	0
4247	Chondrocytes	-4.65566028193824	3.12339025490332	18	4
5929	Pericartilaginous mesenchyme	0.898352076250388	-4.17585248000574	0	0
4187	Perichondrium	-2.28094996051185	0.370586512017728	0	0
2248	Pericartilaginous mesenchyme	1.55601655407555	-3.36144942290735	0	0
8005	Dermis	4.56934915943749	-2.64257782943201	0	0
2719	Pericartilaginous mesenchyme	2.33727108402856	-0.452210164290188	0	0
1539	Dermis	4.53661476536401	-0.894944312643526	0	0
7282	Dermis	5.16830002232201	-2.81581324584436	0	0
3473	Perichondrium	-0.880359481137917	0.318954763341428	0	1
2277	Interdigit mesenchyme	4.07140003605492	-0.352597052824019	0	0
3742	Chondrocytes	-2.33892620639198	3.24035268776465	14	0
4383	Perichondrium	-3.43811262683265	3.06142145149756	1	0
4571	Chondrocytes	-5.4399625165879	3.89774924271155	29	3
9066	Perichondrium	-2.34029925898902	1.26355582230139	3	1
3597	Interdigit mesenchyme	1.90539847775109	-0.846051814627169	0	0
1150	Pericartilaginous mesenchyme	0.129578758913352	-3.42895096785974	0	0
1412	Perichondrium	-2.69130576686256	1.81490379326391	0	0
3286	Interdigit mesenchyme	1.55691312714226	2.99030834190893	0	0
7211	Tendons	-1.93003083304755	-1.50518530852747	0	0
5514	Pericartilaginous mesenchyme	0.280945409971549	-1.26601279027414	0	0
5885	Pre-osteoblasts	-4.11658776835792	-0.623726534318445	2	0
3227	Perichondrium	0.478043784338309	0.60177534573126	0	0
3897	Dermis	5.86917578144677	-2.58082241065454	0	0
1363	Interdigit mesenchyme	1.36101197167046	3.46154767029333	0	0
5978	Interdigit mesenchyme	3.14132868214257	2.15962463371802	0	0
1178	Perichondrium	0.638864208895042	0.727646527219297	0	0
4563	Perichondrium	-0.549943815034554	-0.753720196556567	0	0
2522	Interdigit mesenchyme	2.70556627674706	0.679166612554075	0	0
1868	Chondrocytes	-4.15268958644264	4.13876372330237	10	3
1823	Perichondrium	0.798147310453727	0.473113593984129	0	0
2733	Chondrocytes	-4.46911824778907	2.94182544701147	15	0
5786	Pericartilaginous mesenchyme	1.06833564205773	-4.47744578368616	0	0
4732	Pre-osteoblasts	-3.14551938609474	-0.991879525255678	1	0
5100	Chondrocytes	-4.58417142466895	3.60408025734472	31	5
1725	Perichondrium	-0.539264868062661	0.815429983067991	0	0
2775	Pre-osteoblasts	-5.45505155162208	0.160498974252226	0	0
3164	Perichondrium	-0.438606183093713	3.21893673889685	0	1
2778	Chondrocytes	-2.39116872386329	3.00142699234533	3	1
1720	Tendons	-1.68888379172675	-1.41604787356806	0	0
1935	Perichondrium	0.0220404983938475	1.14261275284338	0	0
2326	Pre-osteoblasts	-4.79097426967017	1.09267657749701	0	0
4098	Pericartilaginous mesenchyme	0.595492710310294	-3.64719647414636	0	0
2528	Interdigit mesenchyme	1.48737310333855	-0.393321513674489	0	0
1248	Perichondrium	0.365566690403297	1.44836967937994	0	0
4420	Interdigit mesenchyme	2.2537835733474	-1.05658197648477	0	0
1035	Chondrocytes	-4.71623147563331	3.55300551407385	9	2
4391	Pericartilaginous mesenchyme	0.889908959108665	-3.76091212279749	0	0
2980	Perichondrium	-0.930525253575967	2.57293897621679	2	0
4357	Interdigit mesenchyme	3.03791486187585	0.572738525796415	0	0
3419	Interdigit mesenchyme	2.58425055904992	1.04170197002936	0	0
1824	Perichondrium	0.0716660366833945	3.06475621216345	0	0
4645	Dermis	3.89534460468896	-0.599102469753741	0	0
7250	Chondrocytes	-2.16513789729469	3.61275273315954	8	2
5498	Pre-osteoblasts	-4.51666225032203	-0.0433408940548881	0	0
2279	Pericartilaginous mesenchyme	-0.358572165530847	-4.70715636260462	0	0
5433	Pericartilaginous mesenchyme	-0.60497225360267	-4.40310210235071	0	0
2528	Interdigit mesenchyme	2.19211708469994	1.41755574696112	0	0
3888	Perichondrium	-0.50221476988189	1.98662215225744	0	0
4077	Interdigit mesenchyme	3.22373329563744	1.54242080204535	0	0
2217	Dermis	5.08690630360253	-2.9950975800271	0	0
3431	Chondrocytes	-4.76026214198463	2.6878960704093	20	0
3751	Perichondrium	-0.0914827436699728	0.752538857388975	0	0
2583	Perichondrium	-0.0801024633019428	3.20919924728918	0	0
1965	Perichondrium	2.53711091442712	3.55438691132116	0	0
2487	Chondrocytes	-1.85191548900001	3.14175659172583	9	1
1535	Perichondrium	-0.882741461557076	1.64702182762671	0	0
5264	Perichondrium	-1.12973297671668	0.568523762155058	0	0
2273	Perichondrium	0.157264073330237	1.93026119225073	0	0
1422	Interdigit mesenchyme	2.08739291592248	3.44179492943335	0	0
4863	Pericartilaginous mesenchyme	-0.367776374381707	-2.34558099753809	0	0
2217	Chondrocytes	-2.35932792262428	2.89473062508154	3	0
5032	Interdigit mesenchyme	1.15363739891656	2.76406007759619	0	0
2411	Perichondrium	-1.05772543982856	1.60177021973181	0	0
1391	Pericartilaginous mesenchyme	0.295453001695945	-2.44362563140344	0	0
4467	Perichondrium	0.875561584669425	3.15135889999914	0	0
6726	Pre-osteoblasts	-4.00305141047828	-0.691030802797793	1	0
2950	Perichondrium	-1.43616844252937	1.01925164215613	1	0
3479	Perichondrium	0.00133043243296344	1.98054748528052	0	0
1652	Interdigit mesenchyme	2.9461675779403	0.700557050633909	0	0
4021	Pericartilaginous mesenchyme	-0.842736850541757	-4.22183841712427	0	0
1531	Interdigit mesenchyme	3.93690334721215	-1.25703448302698	0	0
4514	Pre-osteoblasts	-4.85667098597877	-0.31332861877632	0	0
2292	Pre-osteoblasts	-4.26222432689063	-0.647935988974093	0	0
1586	Perichondrium	0.413085092741324	2.6158950900321	0	0
1779	Pericartilaginous mesenchyme	0.257452656465842	-1.18881130464029	0	0
4590	Tendons	-3.48731649951331	-1.03975594289255	0	0
1999	Pre-osteoblasts	-4.71953261927955	-0.286975155245779	0	0
10007	Perichondrium	1.16856085224755	1.29810946934271	0	0
3201	Perichondrium	-1.66196871833198	1.00559550278235	0	0
1466	Perichondrium	-2.68915070132606	2.12535005562353	1	0
2642	Interdigit mesenchyme	2.79051577015526	0.62563746922064	0	0
5058	Perichondrium	0.392409880596473	2.50020009033728	0	0
4164	Dermis	5.50068603916772	-1.81205934531641	0	0
8127	Tendons	-1.81171036795966	-0.894246997904299	1	0
6723	Pericartilaginous mesenchyme	0.380605389314963	-3.72900432593775	0	0
1470	Perichondrium	-1.25881541804664	-0.898471655916689	0	0
1207	Pericartilaginous mesenchyme	0.946007599073722	-1.66257828719568	0	0
4601	Interdigit mesenchyme	2.96653114719994	1.00822072975683	0	0
2803	Perichondrium	1.61010025902398	2.01964407913733	0	0
5685	Perichondrium	-0.844231794637368	1.48980074875403	3	0
1800	Perichondrium	1.65745448036797	1.5382390593772	1	0
4662	Interdigit mesenchyme	2.37228523655541	-1.06879097468805	0	0
6704	Perichondrium	-0.459451268476174	1.37585001938391	0	0
9588	Pre-osteoblasts	-4.76991761760108	-0.104289087128161	0	0
5440	Interdigit mesenchyme	2.18444954319604	1.31300920002508	0	0
4959	Tendons	-2.19415844516151	-2.37925213820886	0	0
2195	Pericartilaginous mesenchyme	-0.920029412072823	-4.29231971747827	0	0
4771	Tendons	-1.04993493394248	-0.678599628281115	0	0
4710	Perichondrium	-1.81273580626838	2.45214563362646	1	0
1155	Perichondrium	-0.64369762973182	2.04279261581946	0	0
5049	Dermis	4.5458191530288	-2.47918957717371	0	0
3997	Interdigit mesenchyme	2.89995395107873	1.03469472878027	0	0
4025	Pericartilaginous mesenchyme	-0.147576148670838	-1.15755278117609	0	0
6676	Pericartilaginous mesenchyme	2.19182382984765	-2.8067762280221	0	0
1060	Perichondrium	0.846917797762229	1.47473972790289	0	0
1520	Perichondrium	-2.23811472491615	1.217378911901	2	1
4061	Tendons	-3.10401905612342	-1.36780321843576	0	0
14708	Chondrocytes	-5.64361203746192	3.73942214005041	134	14
6615	Pericartilaginous mesenchyme	0.663972009855582	-2.41648000724268	0	0
4074	Perichondrium	1.61400937004693	1.05777543537665	0	0
13254	Pre-osteoblasts	-5.39548171595924	0.150226352143766	0	0
1165	Dermis	4.42998110218651	-0.780818405222414	0	0
4667	Chondrocytes	-3.67575276927345	3.54034691803503	16	0
5323	Perichondrium	1.77034794254906	0.530635354447843	0	0
2988	Perichondrium	-1.31471801833503	1.24553781502295	2	0
3663	Interdigit mesenchyme	2.70299564762719	3.29303294174719	0	0
4291	Muscle connective tissue	2.81583439274438	-4.60721320159387	1	0
1444	Perichondrium	-1.42068649367683	-0.874837251972674	0	0
5464	Dermis	5.51305996342309	-2.59886092193079	0	0
7460	Pericartilaginous mesenchyme	-0.299253101509736	-4.89237755782556	0	0
6977	Pericartilaginous mesenchyme	0.342437853056266	-3.46998161323023	0	0
5070	Chondrocytes	-5.29816735820167	2.59448557846594	35	5
