nCount_RNA	merged.clusters	UMAP_1	UMAP_2	Col2a1	eGFP-SV40pA
4238	Mesenchyme	-0.625276606758532	3.71100340533523	5	2
8629	Mesenchyme	0.475621972004476	-1.53051795315476	0	0
10232	Mesenchyme	-1.29521302529186	6.03333578753737	3	0
1149	Mesenchyme	-4.03654650994152	0.46985141682891	0	0
2546	Mesenchyme	-2.26802210160106	0.948366028549949	1	0
5657	Mesenchyme	-1.56720213242382	-2.5155736381981	0	0
2173	Mesenchyme	-0.587185602863726	-3.09824909519883	0	0
1314	Mesenchyme	-0.54296062537044	2.89743552851943	2	0
10877	Epithelium	13.0691816394725	5.03802261996535	0	0
4178	Blood and immune cells	10.0803377216259	-13.2719010288689	0	0
4945	Mesenchyme	-3.22539643593639	-2.73882688832017	0	0
5263	Mesenchyme	-4.94927768059581	3.06274686503677	0	0
2043	Mesenchyme	-1.62600879021495	2.24472747493056	0	0
3276	Epithelium	13.7772085254589	4.85479603457717	0	0
1092	Mesenchyme	-1.33230809517711	5.62040482211379	0	0
8921	Mesenchyme	0.790298182288709	-1.44665695976945	0	0
3245	Epithelium	12.4764473026195	4.57743702578811	0	0
2030	Mesenchyme	-6.93260697670787	-2.5361830170128	0	0
10776	Mesenchyme	1.70305152587086	4.22251187014846	83	9
6043	Epithelium	10.270345885078	3.9640999858406	0	0
4905	Mesenchyme	1.25787182501942	4.11139450717238	10	3
4609	Mesenchyme	-2.49949745484203	3.31154332804946	1	0
1497	Mesenchyme	-2.4478848392567	-3.70696367573472	0	0
9619	Epithelium	10.1001760547557	3.93930445361404	0	0
2041	Mesenchyme	-0.567405503471789	0.303195518734733	0	0
5348	Mesenchyme	0.0981218998828556	2.31817732501296	2	0
3022	Mesenchyme	0.580967981139722	3.14395580935744	5	0
2922	Mesenchyme	-3.78760127373546	2.6146925513771	0	0
3040	Mesenchyme	-3.52337316819042	3.11103330302505	0	0
7777	Endothelium	-4.45019940682262	-10.2259539539787	0	0
6531	Mesenchyme	1.21521170787007	3.92934570956496	56	0
5576	Mesenchyme	-4.41581515618175	3.3915365760353	0	0
7304	Muscle	7.71512957266957	-6.79177226376267	0	0
4865	Mesenchyme	0.725090194264951	4.95180235553054	23	4
4427	Mesenchyme	1.66229017428547	4.2395807330635	28	1
3748	Epithelium	10.9517871921459	3.15508542704848	0	0
3803	Mesenchyme	-1.88822106667369	0.643614155533591	0	0
7188	Mesenchyme	-1.85185579605907	-3.75779976200791	0	0
6067	Mesenchyme	-6.22841433831066	-2.05655803036424	0	0
1149	Mesenchyme	-4.33964948006481	3.09696112323073	0	0
3873	Mesenchyme	-4.38535098381847	0.98627124476699	0	0
1998	Mesenchyme	-5.09642867394298	0.980170590164939	0	0
1601	Mesenchyme	-3.29436330147594	3.36469731974868	0	0
2464	Mesenchyme	-5.15608767815441	-1.13865627598496	0	0
1123	Mesenchyme	-1.19951860256999	0.844019157173911	0	0
7008	Mesenchyme	-3.01245598145336	-3.85577048611375	8	0
3022	Mesenchyme	-0.95020727463573	1.3893085544136	0	0
3976	Mesenchyme	-1.56965212174266	1.51269851374892	0	0
2371	Mesenchyme	-2.64655522652477	2.30001316714553	0	0
3894	Mesenchyme	-0.530744295795855	1.6818574492958	4	1
2220	Mesenchyme	-2.58840565033763	1.35474286723403	0	0
1725	Endothelium	-4.41524581261486	-10.2680443699333	0	0
9239	Muscle	7.78975268057972	-6.45897712063523	0	0
1206	Mesenchyme	-1.79834250756114	-2.78434910130235	0	0
5593	Mesenchyme	-2.48976854630321	-2.42617143940659	0	0
4388	Mesenchyme	1.08326979331166	4.12368021655349	6	2
1818	Mesenchyme	0.0556623672643329	1.44852410006789	2	1
3717	Mesenchyme	-1.91675500222057	2.4392648761299	0	0
6776	Mesenchyme	-4.9124377185902	-2.95381559681626	0	0
1186	Mesenchyme	-3.71059493370861	-3.83843268704148	0	0
9255	Mesenchyme	-3.98860530205577	-3.73209490132066	0	0
2990	Epithelium	9.88256283454091	4.11641512561111	0	0
2977	Mesenchyme	-2.72759775467723	3.51199207949905	0	0
1840	Mesenchyme	-0.743918638904986	1.05117533850936	0	0
3118	Mesenchyme	-4.75095633812755	2.3859635417488	0	0
3759	Mesenchyme	-2.16367296524852	2.5291474883583	0	0
5135	Mesenchyme	0.814651388446393	-1.53451086830827	0	0
4110	Mesenchyme	-3.17853621788829	1.5147329394844	0	0
4665	Epithelium	13.8210441654125	4.98897562670974	0	0
3974	Mesenchyme	-6.63077906914562	-2.21735717606278	0	0
2993	Mesenchyme	-0.67139856167644	2.9228550021675	4	0
2256	Mesenchyme	-3.39365391083568	0.484676522496024	0	0
3154	Mesenchyme	-1.09508530445903	6.45614109683303	0	0
1444	Mesenchyme	-1.18205456086009	2.52528391528396	1	2
5338	Mesenchyme	-0.423451584061084	-0.581155094024858	0	0
7619	Epithelium	12.4374000614086	4.65710554766921	0	0
3402	Mesenchyme	-0.282358687599597	3.06553254771499	5	0
5689	Mesenchyme	-3.77342442818492	2.71576796221999	0	0
4986	Mesenchyme	0.559220570842328	-0.823950814721307	0	0
1406	Mesenchyme	-0.314685981949267	3.6111422603157	6	0
3748	Mesenchyme	-6.46685771294445	-2.73660005879136	0	0
2995	Mesenchyme	-2.81451706238597	1.55879841494826	0	0
5012	Mesenchyme	-0.0775803739628171	-0.0516132886383143	0	0
1205	Mesenchyme	0.79479195527226	-1.15176667523118	0	0
8189	Muscle	7.67934771231801	-7.31673468899461	0	0
1802	Mesenchyme	-0.0198504740795468	2.65158615756301	1	0
1822	Muscle	7.57497950247914	-7.70862426113816	0	0
2855	Mesenchyme	-5.69019107170909	-1.9601479942772	0	0
1969	Mesenchyme	-3.00809268303722	1.03261397528915	0	0
1692	Mesenchyme	-1.04651800938457	-2.83032049488755	0	0
1042	Mesenchyme	-2.75548986740917	-3.05029048275681	0	0
2388	Mesenchyme	0.413272995273175	-0.512120038909039	0	0
4322	Mesenchyme	1.06187554053456	4.25474463153152	16	1
6278	Mesenchyme	-0.435327451904712	-3.02867783856126	0	0
3097	Mesenchyme	-2.44145063706249	2.97598062205581	0	0
2706	Blood and immune cells	9.57500382117421	-13.0047387058708	0	0
1845	Mesenchyme	-1.23545805760234	2.73533926654128	0	0
2199	Mesenchyme	-1.11334447213024	1.28548095870284	2	0
1116	Mesenchyme	0.0405407284894611	4.61008988070754	5	0
14852	Endothelium	-4.60907201119274	-10.0751322681877	0	0
1522	Blood and immune cells	-0.0251232499679898	-10.8673609669182	3	0
2703	Mesenchyme	-1.39848331757396	-3.45541252445908	0	0
3063	Mesenchyme	-1.34371797390789	2.52605972934035	2	0
5023	Mesenchyme	-1.03511754818767	-2.96046890568467	0	0
4506	Epithelium	13.1676160877147	4.49398956942824	0	0
2156	Blood and immune cells	8.42598553351552	-13.2936018879387	0	0
4468	Mesenchyme	-1.59143475838512	-2.89343919110032	0	0
1042	Mesenchyme	-0.578097503860888	2.22148500132827	0	0
4958	Mesenchyme	-3.41672710724681	-0.614391515669545	0	0
4258	Mesenchyme	-1.26849476643413	2.58332524943618	0	0
1162	Mesenchyme	-0.621312897880969	-3.5736745769951	0	0
4622	Mesenchyme	-3.37334541626781	-2.51529373478623	0	0
1184	Mesenchyme	-2.37608985253185	2.18119679141311	0	0
1262	Mesenchyme	-5.08124284096569	-3.03128661465379	0	0
2771	Mesenchyme	-6.98145655937999	-2.33544983219834	0	0
3526	Mesenchyme	-4.87269572563976	2.76341043162612	0	0
2829	Mesenchyme	-5.59757451363414	-1.22261591505738	0	0
2324	Mesenchyme	-3.44735817261547	-2.41361309838029	0	0
5840	Mesenchyme	-4.78295497246593	3.02269516635207	0	0
9228	Mesenchyme	-4.67578915901989	-0.288564252373895	0	0
6645	Mesenchyme	-5.35503415413707	-0.618530685720166	0	0
5507	Mesenchyme	0.679298955718579	5.07795916247634	36	4
2741	Mesenchyme	-2.07420639344066	3.40487776446609	4	0
6528	Neuronal cells	4.26794357947499	-9.28159131359788	0	0
2257	Mesenchyme	-0.945734899719653	-3.52322592091294	0	0
8581	Epithelium	12.7428390567699	4.89975462603835	0	0
3165	Epithelium	10.4696275775829	2.55799923587112	0	0
8536	Mesenchyme	-4.091337960442	-3.16967977833482	0	0
3483	Mesenchyme	0.759422201434674	3.33735666919021	12	1
1277	Mesenchyme	-3.05198435135692	1.01583753276137	0	0
7587	Mesenchyme	-5.71216515847057	-2.51484765362473	0	0
6221	Mesenchyme	-4.57228640862316	2.4360967700508	0	0
3417	Mesenchyme	-4.12908343621105	2.0813194339302	0	0
2231	Mesenchyme	-4.45746640511364	2.44398365664748	0	0
1795	Mesenchyme	-6.54845122643322	-2.02767648052903	0	0
1627	Mesenchyme	-1.19541684933513	2.24308143306045	0	0
2957	Epithelium	10.4239418094555	4.13191281008987	0	0
1574	Blood and immune cells	-0.0954183454117154	-10.9202469761345	0	0
4575	Mesenchyme	-5.03588513680309	2.88900123286513	0	0
4161	Mesenchyme	0.841117758075299	4.4895602290657	40	3
9912	Mesenchyme	-0.513859015186724	-2.96558274578782	1	0
11897	Mesenchyme	4.63706322364003	-9.17015351605149	0	0
2272	Mesenchyme	0.955941099444928	3.09313259768752	3	0
3266	Mesenchyme	-1.84281400986522	-0.686659100172242	0	0
5458	Epithelium	9.81426354102284	4.18283234286574	0	0
1850	Mesenchyme	-2.76349405594676	1.40668187785415	0	0
2854	Mesenchyme	-3.22045020409435	-3.50336613011094	0	0
2692	Mesenchyme	-2.82086161919445	2.45848451304702	0	0
2530	Mesenchyme	-4.45132998772472	1.40125797438888	0	0
1167	Mesenchyme	-2.11303095169872	-3.4362803871605	0	0
1378	Mesenchyme	-1.91345767327159	-1.98408223938676	0	0
2319	Mesenchyme	-5.95733622856945	-2.40555109333726	0	0
1551	Mesenchyme	-4.34489707299083	-3.564407485244	0	0
2492	Mesenchyme	0.839715558806958	3.37652955699233	5	0
1160	Mesenchyme	0.325618300358358	4.27901945758132	6	0
5263	Mesenchyme	-0.876705568512378	1.24094412970809	0	0
6253	Mesenchyme	-4.4315126354298	-2.81951965641709	0	0
2607	Mesenchyme	1.04321302823216	5.03875837970046	21	0
5628	Mesenchyme	-0.24272282071918	-0.692049699542245	1	0
4872	Mesenchyme	0.489930528918805	-0.115376191851815	0	0
8107	Mesenchyme	-0.443857711037097	1.09416065860061	0	0
4694	Mesenchyme	-0.990575473984179	-1.76379551243516	0	0
4919	Mesenchyme	-4.9745281154713	1.69472919154433	0	0
5319	Mesenchyme	-3.97577075310558	-0.383199828383645	0	0
3322	Mesenchyme	-1.19765643425792	1.66799293208388	0	0
7360	Mesenchyme	-2.99424843140453	-2.68919910740586	0	0
1244	Mesenchyme	-2.21655992813915	4.30725203204421	0	0
3218	Mesenchyme	-1.36988322087139	2.43365035701064	0	0
2450	Mesenchyme	-0.509469252308307	-3.10907806706162	0	0
9908	Mesenchyme	0.627370882550779	4.53241882968215	17	0
2426	Mesenchyme	-2.04100136109203	5.22992144274978	0	0
2773	Mesenchyme	-6.58728865929454	-2.72121633839341	0	0
4226	Mesenchyme	-1.18055133171886	-0.211611645934304	2	0
3254	Mesenchyme	-3.85935668297618	0.65298209834365	1	0
7767	Mesenchyme	-3.37811736412853	-3.73309292149278	0	0
4085	Blood and immune cells	10.1695320194164	-13.3802422459099	0	0
3425	Mesenchyme	-2.73575667687267	0.976632577660361	0	0
1096	Muscle	7.63776131323964	-7.51689805340501	0	0
4871	Mesenchyme	-2.24445132561534	-1.91158046078416	0	0
1117	Epithelium	10.235418516914	3.52293549227981	0	0
6638	Epithelium	12.9901277606884	3.29165588069228	0	0
3841	Mesenchyme	-0.356218677242694	-0.491390213077089	2	0
3564	Mesenchyme	1.23537786654622	4.79434738803176	25	3
3648	Epithelium	10.7894441669384	4.51872025180129	0	0
7693	Mesenchyme	-0.477043967922625	1.62680707621841	1	0
3041	Epithelium	10.2755310123363	4.11049328494338	0	0
8474	Mesenchyme	-2.19558004685253	2.97080264735488	1	0
2167	Mesenchyme	-2.93040303536266	2.40688334155349	0	0
2268	Mesenchyme	0.590512860337796	2.85842452693252	4	0
1296	Mesenchyme	-1.93347577401012	2.34981809306411	0	1
1123	Mesenchyme	1.30975742987782	5.1727877681282	10	0
8388	Mesenchyme	-4.03593472786754	1.73006592440871	0	0
16354	Muscle	4.69398804358632	-9.15514840435716	1	0
8521	Neuronal cells	4.40982933692128	-9.28585995983811	0	0
4782	Mesenchyme	-1.9652839119038	-0.155432450291833	1	0
6851	Mesenchyme	-4.18610982247203	1.05318794894485	0	0
8314	Epithelium	11.8244964664379	4.24123106646804	1	0
2967	Mesenchyme	0.245694431247714	2.65004811930923	2	0
1208	Mesenchyme	-1.60282127209514	0.0351278607871923	0	0
1093	Mesenchyme	-4.11558036156505	-3.58346571278306	0	0
9511	Mesenchyme	-3.73733929940074	2.77792773890761	0	0
3284	Mesenchyme	-0.637966137607989	4.02236376452712	7	2
6799	Blood and immune cells	9.75048371009022	-13.0726107532951	0	0
1004	Mesenchyme	1.55055947951466	3.80738268542556	16	2
4970	Mesenchyme	0.805218834201398	3.55541239428786	5	0
4255	Mesenchyme	-2.43314771004528	-0.618621992585382	1	0
3560	Mesenchyme	-0.123615067680774	4.26092634845046	6	0
1741	Epithelium	9.76811333350331	4.56032620120315	0	0
1102	Epithelium	13.5845205371776	4.66786013293532	0	0
3606	Mesenchyme	-0.931553166588244	3.69917069125442	4	2
6317	Mesenchyme	-0.781115096291003	-0.652360948440751	1	0
5369	Mesenchyme	-5.38376883812755	-1.11205698799821	0	0
4877	Neuronal cells	-1.6517684871754	-5.02489604305955	0	0
2308	Mesenchyme	-0.320835631569323	2.21399007487563	0	0
3369	Mesenchyme	-4.38077287026256	3.0904964034584	0	0
4247	Mesenchyme	1.02688242844731	4.00635967898635	18	4
2584	Muscle	7.77737780265004	-6.35423173260423	0	0
5517	Blood and immune cells	9.62660523108632	-12.955579655883	0	0
5929	Mesenchyme	-1.87427357979625	-3.07970227551194	0	0
4187	Mesenchyme	-0.623023908813891	0.910122257950583	0	0
2248	Mesenchyme	-2.6550381595692	-2.91043509793015	0	0
8005	Mesenchyme	-5.83941964455455	-3.08320655178758	0	0
2719	Mesenchyme	-3.70218591042369	-0.408142323312482	0	0
1539	Mesenchyme	-5.82475547142833	-1.33190299820634	0	0
7282	Mesenchyme	-5.77424220391124	-2.61645473789903	0	0
3473	Mesenchyme	-1.83609608956188	0.413386983158866	0	1
2277	Mesenchyme	-5.42093638726085	-0.83506773662301	0	0
3742	Mesenchyme	-0.193114053686557	3.04547033953933	14	0
4383	Mesenchyme	0.215361615414324	3.4595879142311	1	0
4571	Mesenchyme	1.49163027457386	5.07733641314773	29	3
2424	Epithelium	13.3828031604686	4.75959549594192	0	0
9066	Mesenchyme	-0.345413368423877	1.61009798693923	3	1
3597	Mesenchyme	-3.1158900672993	-0.553916661706885	0	0
1150	Mesenchyme	-1.63954655476421	-2.58833231281968	0	0
1412	Mesenchyme	-0.120097588976321	2.26252279925613	0	0
3286	Mesenchyme	-3.93254117318004	2.62309275317458	0	0
7211	Mesenchyme	0.0442525183358814	-0.703276532408914	0	0
5514	Mesenchyme	-1.92140440293163	-1.05879213165971	0	0
5885	Mesenchyme	-1.2402204687199	5.4349776332405	2	0
3227	Mesenchyme	-2.54660634346813	0.791751963379661	0	0
3897	Mesenchyme	-6.26086072274059	-2.38874532532426	0	0
1363	Mesenchyme	-4.04013709374279	3.11247764277724	0	0
5978	Mesenchyme	-5.10274390526622	1.70438872027663	0	0
1178	Mesenchyme	-2.68367199250072	0.985692960503379	0	0
6691	Epithelium	12.5996028964916	4.76512346911696	0	0
4563	Mesenchyme	-0.654403191288409	0.246497375252524	0	0
2522	Mesenchyme	-4.5553329403004	0.431723994496146	0	0
1868	Mesenchyme	0.514893460790219	4.91019926715163	10	3
1823	Mesenchyme	-2.94083766289562	0.620199782135764	0	0
2733	Mesenchyme	1.21683164290577	3.81149874377517	15	0
5786	Mesenchyme	-2.17670635529369	-4.16931785893174	0	0
4732	Mesenchyme	0.102084953109326	0.21394012618331	1	0
5100	Mesenchyme	0.844779211799207	4.60655651736526	31	5
1725	Mesenchyme	-2.67504791565746	0.404903513672629	0	0
5412	Endothelium	-4.61360530205577	-10.0709437305901	0	0
6626	Epithelium	9.6149961536327	4.09088478732375	1	0
2775	Mesenchyme	-1.09007088490337	6.45698128390578	0	0
15196	Muscle	7.85575123480946	-6.76007260632249	0	0
3164	Mesenchyme	-2.11210326500743	3.49733911204604	0	1
2778	Mesenchyme	-0.156370382984576	2.91691861796645	3	1
1720	Mesenchyme	-0.030903082569537	-0.820999341723641	0	0
1935	Mesenchyme	-2.6223757679066	1.66881356883315	0	0
2326	Mesenchyme	-0.399119656761584	5.24100409198073	0	0
5284	Epithelium	10.453451353828	3.98377047229079	0	0
4098	Mesenchyme	-1.84441904373973	-3.34521092724534	0	0
2528	Mesenchyme	-2.97416071244091	-0.323332535741052	0	0
1248	Mesenchyme	-2.71714500733226	1.79604659724502	0	0
2966	Epithelium	10.2926704471508	2.73444042849807	1	1
4420	Mesenchyme	-3.57389549561351	-0.759675728795251	0	0
1035	Mesenchyme	1.19494004897267	4.55990849185256	9	2
4391	Mesenchyme	-2.07830695458263	-3.54941620182725	0	0
2980	Mesenchyme	-1.387804549416	2.64562521624831	2	0
4357	Mesenchyme	-4.60434274025768	0.603303891899863	0	0
3709	Endothelium	-4.39498023339122	-10.2947787220451	0	0
3419	Mesenchyme	-4.39396218605846	1.00565646338729	0	0
1824	Mesenchyme	-2.74825934716075	3.30970893550185	0	0
4645	Mesenchyme	-5.20171765633434	-0.89798562478753	0	0
7250	Mesenchyme	-0.588788848598895	2.87978444743423	8	2
5498	Mesenchyme	-1.6983274633488	5.89633236575393	0	0
2279	Mesenchyme	-0.720803778847155	-3.71764077496262	0	0
5433	Mesenchyme	-0.670248907288012	-3.03648104023667	0	0
2528	Mesenchyme	-4.05147723503917	1.1920634334114	0	0
2649	Muscle	7.62807293585927	-7.79571999859544	0	0
3888	Mesenchyme	-1.74660054989666	2.14256511378554	0	0
2862	Epithelium	13.5911027973095	4.72936115908889	0	0
4077	Mesenchyme	-5.04157857247203	1.1720655982521	0	0
2217	Mesenchyme	-5.78332690544933	-2.45392598461839	0	0
3431	Mesenchyme	1.05138065270573	4.14257488894729	20	0
3751	Mesenchyme	-1.71493141003459	0.826303583863059	0	0
2583	Mesenchyme	-2.54811624832958	3.48300014186172	0	0
4104	Muscle	7.91113730124623	-6.77361239742967	0	0
1965	Mesenchyme	-4.69134167977184	3.25471864390639	0	0
2487	Mesenchyme	-0.706408482273516	2.94396100688247	9	1
1535	Mesenchyme	-1.7487117464146	1.96275983500747	0	0
5264	Mesenchyme	-0.860499542435107	0.947273356201926	0	0
2273	Mesenchyme	-2.31077079125255	2.33441601443557	0	0
